constructionyear;locality;organbuilder;architect;stopsnumber;manualsnumber;pedals
1890;Agerskov Kirke ;Marcussen & Søn;;12;2;Pedal
1977;Agersted Kirke ;Bruno Christensen & Sønner;Orgelbyggeriet [iflg. medd. fra dette].;7;1;Pedal
1971;Agersø Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;Typeorgel.;4;1;(Intet Pedal)
1977;Agger Kirke ;Bruno Christensen & Sønner;;6;1;Pedal
1981;Agri Kirke ;Bruno Christensen & Sønner;;8;2;Pedal
1979;Albæk Kirke ;Bruno Christensen & Sønner;;8;1;Pedal
1978;Albæk Kirke ;Bruno Christensen & Sønner;;7;1;Pedal
1982;Albøge Kirke ;Jydsk Orgelbyggeri;;6;1;Pedal
1890;Allerslev Kirke ;A.H. Busch & Sønner;;6;1;Anhangspedal
1966;Allested Kirke ;Marcussen & Søn;;5;1;(Intet Pedal)
1979;Allesø Kirke ;Bruno Christensen & Sønner;> Ebbe Lehn Petersen [Danmarks Kirker].;7;1;Pedal
1961;Alrø Kirke ;Marcussen & Søn;;5;1;(Intet Pedal)
1968;Alslev Kirke ;I. Starup & Søn;;4;1;(Intet Pedal)
1954;Alsted Kirke ;Marcussen & Søn;;5;1;(Intet Pedal)
1969;Alstrup Kirke ;I. Starup & Søn;;4;1;(Intet Pedal)
1975;Alsønderup Kirke ;Jensen & Thomsen;;10;2;Pedal
1976;Arden Kirke ;Jensen & Thomsen;;15;2;Pedal
1984;Arup Kirke ;Jydsk Orgelbyggeri;;4;1;(Intet Pedal)
1981;Asferg Kirke ;Jensen & Thomsen;Rolf Graae. [Iflg. Dansk Orgelaarbog 1987-1989 s. 17].;12;2;Pedal
1978;Asmild Kirke ;Carsten Lund;;12;2;Pedal
1958;Asnæs Kirke ;Frederiksborg Orgelbyggeri;;7;1;Pedal
1975;Asp Kirke ;Th. Frobenius & Sønner;Leopold Teschl i samarbejde med orgelbyggeriet. [Meddelt af orgelbyggeriet 1976].;7;1;Pedal
1878;Asserballe Kirke ;Ph. Furtwängler & Söhne;;9;1;Pedal
1973;Astrup Kirke ;Gunnar Fabricius Husted;;5;1;Anhangspedal
1975;Astrup Kirke ;P. Bruhn & Søn;;14;2;Pedal
1982;Aså Kirke ;Bruno Christensen & Sønner;;14;2;Pedal
1989;Aunede Kirke ;Th. Frobenius & Sønner;Ebbe Lehn Petersen;6;1;Pedal
1982;Aunslev Kirke ;Marcussen & Søn;;11;2;Pedal
1978;Avedøre Kirke ;Th. Frobenius & Sønner;;20;2;Pedal
1960;Aversi Kirke ;Frederiksborg Orgelbyggeri;Rolf Graae [if. Dansk Orgelaarbog 1987-1989, s. 12].;5;1;Anhangspedal
1970;Avnsø Kirke ;I. Starup & Søn;;5;1;Pedal
1980;Bakkendrup Kirke ;I. Starup & Søn;;4;1;(Intet Pedal)
1906;Balle Valgmenighedskirke ;A.C. Zachariasen;;5;1;(Intet Pedal)
1859;Fårdrup Kirke ;Frederik Hoffmann Ramus;;6;1;(Intet Pedal)
1961;Slaglille Kirke ;Frederiksborg Orgelbyggeri;;4;1;(Intet Pedal)
1941;Vejle, Vor Frelsers Kirke ;Marcussen & Søn;;32;3;Pedal
1956;Vejle, Sct. Johannes Kirke ;Th. Frobenius & Co;Mogens Koch;33;3;Pedal
1939;Vejle, Sct. Norberts Kirke ;Marcussen & Søn;Poul-Gerhard Andersen [se noter];11;2;Pedal
1981;Vejlby Kirke ;Th. Frobenius & Sønner;;6;1;Pedal
1976;Fredericia, Hannerup Kirke ;Bruno Christensen & Sønner;Tyge Arnfred (kirkens arkitekt). [Fredericia Dagblad 03-12-1976].;23;2;Pedal
1951;Fredericia, Sct. Michaelis Kirke ;Th. Frobenius & Co;Gustav F. Hetsch;27;2;Pedal
1858;Dråby Kirke ;Demant & Søn;;12;2;Pedal
2003;Ulse Kirke ;P.G. Andersen & Bruhn;;7;2;Pedal
1970;Rørby Kirke ;Jensen & Thomsen;;11;2;Pedal
1948;Heden Kirke ;Marcussen & Søn;;7;1;Pedal
1974;Glyngøre Kirke ;P. Bruhn & Søn;;7;1;Pedal
1856;Herlev, Vor Frue Kirke ;Jens Gregersen;;6;1;(Intet Pedal)
1873;Hornslet Kirke ;Daniel Köhne;;12;2;Pedal
1934;Hygum Kirke ;Marcussen & Søn;;7;1;Anhangspedal
1860;Humble Kirke ;Daniel Köhne;;16;2;Pedal
1955;Knudsker, Sct. Knuds Kirke ;Th. Frobenius & Co;;7;1;Pedal
1975;Ledøje Kirke ;Jensen & Thomsen;;13;2;Pedal
1984;Køge, Boholte Kirke ;Gunnar Fabricius Husted;;26;3;Pedal
1980;Mou Kirke ;P. Bruhn & Søn;;8;1;Pedal
1964;Lyngby Kirke ;Jydsk Orgelbyggeri;;5;1;Pedal
1969;Nørup Kirke ;Th. Frobenius & Sønner;;8;1;Pedal
1915;Rejsby Kirke ;Marcussen & Søn;;7;2;Pedal
1983;Skovby Kirke ;Marcussen & Søn;Rolf Graae i samarbejde med Birch & Svenning [Infomedia].;12;2;Pedal
1990;Skelager Kirke ;Bruno Christensen & Sønner;;20;2;Pedal
1963;Sindal gamle Kirke ;Th. Frobenius & Co;;6;1;Pedal
1966;Herning, Sct. Peters Kirke ;Th. Frobenius & Co;;4;1;(Intet Pedal)
1988;Svendborg, Fredens Kirke ;Bruno Christensen & Sønner;Ebbe Lehn Petersen [Iflg. indvielsesprogram];20;2;Pedal
1982;Vejlby Kirke ;Bruno Christensen & Sønner;;14;2;Pedal
1981;Todbjerg Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;Åge Kristensen [se noter].;19;2;Pedal
1863;Våbensted Kirke ;Jens Gregersen;;6;1;(Intet Pedal)
1968;Vestenskov Kirke ;Th. Frobenius & Co;;5;1;Pedal
1973;Vellev Kirke ;Jydsk Orgelbyggeri;;5;1;Pedal
1968;Ørridslev Kirke ;P. Bruhn;> 2016: Mogens Svenning i samarbejde med Svend Prip og Peter Christensen [Meddelt 2016 af orgelbyggeriet].;11;2;Pedal
1974;Balslev Kirke ;Bruno Christensen & Sønner;;7;1;Pedal
1971;Tulstrup Kirke ;Marcussen & Søn;H.P. Holm Nielsen [Orglet 2013,1].;7;1;Pedal
1976;Bederslev Kirke ;Bruno Christensen & Sønner;;4;1;(Intet Pedal)
1986;Benløse Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;16;2;Pedal
1875 (?);Bigum Kirke ;J.A. Demant;;3;1;(Intet Pedal)
1980;Billum Kirke ;Th. Frobenius & Sønner;> Rolf Graae & Richard Aas;8;1;Pedal
1973;Billund Kirke ;P. Bruhn & Søn;;17;2;Pedal
1985;Binderup Kirke ;Gunnar Fabricius Husted;;5;1;Pedal
1970;Bindslev Kirke ;Bruno Christensen;;14;2;Pedal
1969;Birkende Kirke ;Th. Frobenius & Sønner;> Ebbe Lehn Petersen. [Se noter].;8;1;Pedal
1974;Bjerager Kirke ;Th. Frobenius & Sønner;H.P. Holm Nielsen. [se noter].;7;1;Pedal
1976;Bjergby Kirke ;Jydsk Orgelbyggeri;Poul Hansen og Ib Lydholm [medd. fra orgelbyggeriet 1977];4;1;(Intet Pedal)
1989;Bjerregrav Kirke ;Bruno Christensen & Sønner;;6;1;Pedal
1966;Bjerringbro Kirke ;Frederiksborg Orgelbyggeri;;21;2;Pedal
1966;Blegind Kirke ;Th. Frobenius & Co;Aksel Skov og Aage Kristensen;5;1;Pedal
1959;Blidstrup Kirke ;Jydsk Orgelbyggeri;;4;1;Anhangspedal
1970;Blovstrød Kirke ;Jensen & Thomsen;;7;1;Pedal
1976;Blære Kirke ;Jydsk Orgelbyggeri;;6;1;Pedal
1970;Bodilsker, Bodils Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;6;1;Pedal
1968;Boeslunde Kirke ;Th. Frobenius & Sønner;;10;2;Pedal
1958;Bogø Kirke ;Th. Frobenius & Co;;6;1;Anhangspedal
1981;Borbjerg Kirke ;Th. Frobenius & Sønner;;11;2;Pedal
1988;Borre Kirke ;Albert E. Lang;;10;2;Pedal
1978;Borris Kirke ;Frederiksborg Orgelbyggeri;;10;2;Pedal
1987;Borup Kirke ;Albert E. Lang;Rolf Graae (1987), se noter.;12;2;Pedal
1871;Borup Kirke ;J.A. Demant;;6;1;Pedal
1977;Bovlund Frimenighedskirke ;Bruno Christensen & Sønner;> 1977: Orgelbyggeriet [Se noter]. > 2009: Wilhelmsen, Marxen og Bech-Jensen, Aarhus [Orglet 2010,1. se noter].;6;1;Pedal
1988;Brande Kirke ;Marcussen & Søn;Harald Lønborg-Jensen (1939) Kr. Kristiansen (1988);19;2;Pedal
1908;Branderslev Kirke ;A.H. Busch & Sønner;;4;1;(Intet Pedal)
1985;Branderup Kirke ;Marcussen & Søn;;7;1;Pedal
1980;Brandstrup Kirke ;Carsten Lund;;5;1;(Intet Pedal)
1967;Bredballe Kirke ;Th. Frobenius & Sønner;Bent Mikkelsen (1980).;15;2;Pedal
1965;Brede Kirke ;Marcussen & Søn;;10;2;Pedal
1894;Bredstrup Kirke ;Frederik Nielsen;;6;1;(Intet Pedal)
1968;Bregninge Kirke ;Jydsk Orgelbyggeri;;6;1;Pedal
1971;Brejning Kirke ;Th. Frobenius & Sønner;Mogens Koch [Nyholm 1987].;7;1;Pedal
1978;Aarhus, Risskov Kirke ;Marcussen & Søn;;31;2;Pedal
1974;Årestrup Kirke ;Jydsk Orgelbyggeri;;6;1;Pedal
1942;Øster Assels kirke ;Marcussen & Søn;;7;1;Pedal
1977;Horsens Klosterkirke;Bruno Christensen & Sønner;;4;1;(Intet Pedal)
1978;Vejle, Mølholm Kirke ;Bruno Christensen & Sønner;Kuno Mielbye [iflg. Vejle Amts Folkeblad 28. august 1978].;21;2;Pedal
1903;Bringstrup Kirke ;I. Starup;;8;1;Pedal
1977;Brorstrup Kirke ;Frederiksborg Orgelbyggeri;;4;1;Anhangspedal
1975;Brudager Kirke ;Th. Frobenius & Sønner;;5;1;Pedal
1974;Brylle Kirke ;Th. Frobenius & Sønner;;10;2;Pedal
1973;Brændekilde Kirke ;Marcussen & Søn;Ebbe Lehn Petersen.;6;1;Pedal
1977;Brøndbyvester Kirke ;P. Bruhn & Søn;Erik Rasmussen [Andreassen 1987].;20;2;Pedal
1976;Brønderslev Gamle Kirke ;Bruno Christensen & Sønner;Leopold Teschl;14;2;Pedal
1971;Buddinge Kirke ;Th. Frobenius & Sønner;;18;2;Pedal
1898;Buerup Kirke ;I. Starup;;4;1;(Intet Pedal)
1878;Bur Kirke ;Knud Olsen;;4;1;(Intet Pedal)
1984;Burkal Kirke ;Bruno Christensen & Sønner;;13;2;Pedal
1967;Bursø Kirke ;I. Starup & Søn;;5;1;Pedal
1981;Butterup Kirke ;Svend E. Nielsen;;5;1;(Intet Pedal)
1951;Bylderup Kirke ;Marcussen & Søn;;16;2;Pedal
1972;Bække Kirke ;P. Bruhn;;9;2;Pedal
1971;Bælum Kirke ;Th. Frobenius & Sønner;;7;1;Pedal
1976;Børsmose Kirke ;Bruno Christensen & Sønner;;4;1;(Intet Pedal)
1871 (?);Bøstrup Kirke ;J.A. Demant;;5;1;(Intet Pedal)
1965;Bøvling Kirke ;Th. Frobenius & Co;"Typeorgel ""Hørve"".";10;2;Pedal
1972;Bårse Kirke ;Frederiksborg Orgelbyggeri;;5;1;Pedal
1978;Daler Kirke ;Bruno Christensen & Sønner;;10;2;Pedal
1986;Dalum Kirke ;Marcussen & Søn;Knud Lehn Petersen (1927).;26;2;Pedal
1918 (?);Damsholte Kirke ;Chr. Winther & Th. Frobenius;;7;2;Pedal
1978;Dannemare Kirke ;Th. Frobenius & Sønner;;7;1;Pedal
1973;Davinde Kirke ;Bruno Christensen;Ebbe Lehn Petersen [Se noter];6;1;Pedal
1969;Dokkedal Kirke ;Brdr. Bruhn;;5;1;Anhangspedal
1960;Dollerup Kirke ;Marcussen & Søn;;5;1;Pedal
1979;Dommerby Kirke ;Bruno Christensen & Sønner;;6;1;Pedal
1952;Dorf Kirke ;Th. Frobenius & Co;;9;2;Pedal
1971;Dover Kirke ;I. Starup & Søn;;8;2;Pedal
1980;Dragstrup Kirke ;Frederiksborg Orgelbyggeri;;5;1;Pedal
1787;Dreslette Kirke;Hartvig Jochum Müller;;10;1;(Intet Pedal)
1969;Dronningborg Kirke ;Bruno Christensen;;14;2;Pedal
1850 (?);Randers, Sct. Peders Kirke;Frederik Hoffmann Ramus;;5;1;(Intet Pedal)
1981;Durup Kirke ;Bruno Christensen & Sønner;;8;2;Pedal
1983;Dybe Kirke ;Marcussen & Søn;;7;1;Pedal
1986;Dyrup Kirke ;P. Bruhn & Søn;Holger Jensen (se noter).;20;2;Pedal
1901;Ebdrup Kirke ;Frederik Nielsen;;4;1;(Intet Pedal)
1978;Egens Kirke ;Bruno Christensen & Sønner;;4;1;(Intet Pedal)
1981;Egense Kirke ;P. Bruhn & Søn;> 1981: Lars Mindedal [Orglet 1982,1]. NB: ældre facade genbrugt. > 2017: Havsteen Mikkelsen Tegnestue [Orglet 2018,1].;12;2;Pedal
1966;Egernsund Kirke ;Marcussen & Søn;;10;2;Pedal
1885;Eggeslevmagle Kirke ;Knud Olsen;;5;1;(Intet Pedal)
1937;Egvad Kirke ;Marcussen & Søn;;7;1;Pedal
1973;Ejby Kirke ;Bruno Christensen;;8;2;Pedal
1979;Ejlby Kirke ;Bruno Christensen & Sønner;;4;1;(Intet Pedal)
1976;Ejsing Kirke ;Marcussen & Søn;> Poul Hansen & Ib Lydholm [Meddelt af orgelbyggeriet 1977];10;2;Pedal
1983;Ellested Kirke ;Bruno Christensen & Sønner;;5;1;Pedal
1983;Ellinge Kirke ;Bruno Christensen & Sønner;;5;1;Pedal
1973;Elsborg Kirke ;Jensen & Thomsen;;4;1;Anhangspedal
1972;Elsø Kirke ;Bruno Christensen;;4;1;(Intet Pedal)
1971;Enderslev Kirke ;Th. Frobenius & Sønner;;4;1;(Intet Pedal)
1975;Engesvang Kirke ;Frederiksborg Orgelbyggeri;;7;2;Pedal
1964;Enslev Kirke ;Jydsk Orgelbyggeri;Rolf Graae [Iflg. Dansk Orgelaarbog 1987-1989 s. 13].;4;1;Anhangspedal
1969;Erritsø kirke ;Bruno Christensen;Helge Andreassen;8;2;Pedal
1936;Erslev Kirke ;Marcussen & Søn;;5;1;Anhangspedal
1885;Sønder Harridslev Kirke ;Frederik Nielsen;;8;1;Pedal
1975;Gødvad Kirke ;Jydsk Orgelbyggeri;Edvard Thomsen [iflg. Hansen 2003].;13;2;Pedal
1899;Essenbæk Kirke ;A.H. Busch & Sønner;;7;1;Pedal
1978;Falkerslev Kirke ;Frederiksborg Orgelbyggeri;;5;1;(Intet Pedal)
1975;Falling Kirke ;Bruno Christensen & Sønner;;7;1;Pedal
1978;Falsled Kirke ;Bruno Christensen & Sønner;;5;1;Pedal
1957;Farre Kirke ;Frederiksborg Orgelbyggeri;;5;1;Anhangspedal
1978;Farstrup Kirke ;Gunnar Fabricius Husted;;10;2;Pedal
1969;Farsø Kirke ;Bruno Christensen;;12;2;Pedal
1987;Faster Kirke ;P. Bruhn & Søn;;12;2;Pedal
1943;Fasterholt Kirke ;Th. Frobenius & Co;;6;1;(Intet Pedal)
1978;Faurholt Kirke ;Th. Frobenius & Sønner;;6;1;Pedal
1978;Fausing Kirke ;Jydsk Orgelbyggeri;;10;2;Pedal
1884;Femø Kirke ;Frederik Nielsen;;5;1;(Intet Pedal)
1966;Ferslev Kirke ;I. Starup & Søn;;6;1;Pedal
1967;Filadelfia, koloniens kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;12;2;Pedal
1982;Filskov Kirke ;P. Bruhn & Søn;> Orgelbyggeriet. [se noter].;8;1;Pedal
1975;Nykøbing Falster, Hellig Kors Kirke ;P. Bruhn & Søn;;5;1;Anhangspedal
1980;Fjaltring Kirke ;Bruno Christensen & Sønner;;8;1;Pedal
1975;Fjelde Kirke ;I. Starup & Søn;;4;1;(Intet Pedal)
1966;Fjellerup Kirke ;I. Starup & Søn;;5;1;Pedal
1970;Fjelsted Kirke ;Th. Frobenius & Sønner;"> Ebbe Lehn Petersen. [Jf. Frobenius; Orgler 1970-75]";5;1;(Intet Pedal)
1968;Fjenneslev Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;5;1;(Intet Pedal)
1971;Fjerritslev Kirke ;Bruno Christensen;;11;2;Pedal
1975;Flade Kirke ;Bruno Christensen & Sønner;;8;2;Pedal
1975;Flakkebjerg Kirke ;Frederiksborg Orgelbyggeri;;9;1;Pedal
1966;Flemløse Kirke ;Brdr. Bruhn;;14;2;Pedal
1949;Fly Kirke ;Marcussen & Søn;;5;1;(Intet Pedal)
1972;Flødstrup Kirke ;I. Starup & Søn;;12;2;Pedal
1970;Fodby Kirke ;Th. Frobenius & Sønner;;6;1;Pedal
1932;Fole Kirke ;Marcussen & Søn;> Erik Pedersen [se noter].;6;1;Anhangspedal
1979;Fovlum Kirke ;Jydsk Orgelbyggeri;;6;1;Pedal
1974;Fuglslev Kirke ;Jydsk Orgelbyggeri;;6;1;Pedal
1971;Frederikshavn, Abildgård Kirke ;Bruno Christensen;;30;3;Pedal
1978;Frederikssund, Islebjerg Kirke ;Jensen & Thomsen;;7;1;Anhangspedal
1975;Frørup Kirke ;Marcussen & Søn;> Ebbe Lehn Petersen;10;2;Pedal
1989;Frøslev Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;7;1;Pedal
1980;Frøslev Kirke ;Bruno Christensen & Sønner;;5;1;Pedal
1967;Fur Kirke ;Th. Frobenius & Sønner;;7;1;Pedal
1982;Føns Kirke ;P. Bruhn & Søn;;6;1;(Intet Pedal)
1972;Førslev Kirke ;Th. Frobenius & Sønner;;7;1;Pedal
1954;Fåborg Kirke ;Marcussen & Søn;;5;1;(Intet Pedal)
1968;Gadbjerg Kirke ;Jydsk Orgelbyggeri;> Edvard Thomsen [Media].;6;1;Pedal
1974;Gadevang Kirke ;Niels Ehlert;;8;1;Pedal
1962;Galtrup Kirke ;Th. Frobenius & Co;;5;1;(Intet Pedal)
1980;Gamborg Kirke ;Marcussen & Søn;;7;1;Pedal
1913 (?);Fodslette Kirke ;Horsens Orgelbyggeri Ved M. Sørensen;;4;1;(Intet Pedal)
1997;Flynder Kirke ;Th. Frobenius & Sønner;Svend Fritz (1969);11;2;Pedal
1971 (?);Vejby Kirke ;Eisenschmidt;;4;1;(Intet Pedal)
1971;Haverslev Kirke ;Th. Frobenius & Sønner;;6;1;Pedal
1983;Gammelstrup Kirke ;Bruno Christensen & Sønner;;5;1;Pedal
1950;Gassum Kirke ;Th. Frobenius & Co;> Fin Ditlevsen;4;1;(Intet Pedal)
1978;Gelsted Kirke ;P. Bruhn & Søn;;12;2;Pedal
1981;Genner Kirke ;Marcussen & Søn;;7;1;Pedal
1944;Gerlev Kirke ;Marcussen & Søn;;5;1;(Intet Pedal)
1977;Gerning Kirke ;Jydsk Orgelbyggeri;> Jørgen Malling.;7;1;Pedal
1957;Gershøj Kirke ;Th. Frobenius & Co;;6;1;Pedal
1970;Gerskov Kirke ;Bruno Christensen;;4;1;(Intet Pedal)
1969;Gevninge Kirke ;I. Starup & Søn;;5;1;Pedal
1935;Gierslev Kirke ;I. Starup & Søn;;7;1;Anhangspedal
1979;Gimming Kirke ;Bruno Christensen & Sønner;;5;1;Pedal
1979;Gislum Kirke ;Jydsk Orgelbyggeri;;6;1;Pedal
1974;Giver Kirke ;Bruno Christensen & Sønner;;4;1;(Intet Pedal)
1990;Gjellerup Kirke ;Marcussen & Søn;> Rolf Graae.;15;2;Pedal
1975;Gjøl Kirke ;Bruno Christensen & Sønner;;11;2;Pedal
1972;Glamsbjerg Kirke ;P. Bruhn;;9;2;Pedal
1982;Glenstrup Kirke ;Jydsk Orgelbyggeri;;7;1;Pedal
1979;Gloslunde Kirke ;Th. Frobenius & Sønner;;7;1;Pedal
1953;Glostrup Kirke ;Marcussen & Søn;;16;2;Pedal
1977;Godthåb Kirke ;P. Bruhn & Søn;;9;2;Pedal
1990;Gram Kirke ;Marcussen & Søn;;14;2;Pedal
1988;Grensten Kirke ;Bruno Christensen & Sønner;;7;1;Pedal
1972 (?);Grenå, Simon Peters Kirke ;P. Bruhn;;4;1;Anhangspedal
1973;Grevinge Kirke ;Jensen & Thomsen;Rolf Graae & Erling Jessen [iflg. Rolf Graaes værkfortegnelse].;13;2;Pedal
1973;Grimstrup Kirke ;Th. Frobenius & Sønner;;6;1;Pedal
1969;Grinderslev Kirke ;Th. Frobenius & Sønner;;17;2;Pedal
1988;Grindløse Kirke ;Bruno Christensen & Sønner;> Ebbe Lehn Petersen [iflg. medd. fra orgelbyggeriet 1989].;10;2;Pedal
1895;Grove Kirke ;A.H. Busch & Sønner;;7;1;Anhangspedal
1988;Grundfør Kirke ;Marcussen & Søn;> Niels Brams [iflg. media]. Firma: Vilhelmsen & Kristensen [iflg. medd. fra orgelbyggeriet].;10;2;Pedal
1973;Gudhjem Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;12;2;Pedal
1988;Gudme Kirke ;P. Bruhn & Søn;> Ebbe Lehn Petersen [iflg. medd. fra orgelbyggeriet].;11;2;Pedal
1986;Gudum Kirke ;Albert E. Lang;> Preben Thorsen. [Iflg. Orglet 1987,1].;5;1;Anhangspedal
1978;Aalborg, Gug Kirke ;Bruno Christensen & Sønner;> Inger og Johannes Exner.;33;3;Pedal
1970 (?);Gullev Kirke ;P. Bruhn;;4;1;Anhangspedal
1970;Gunderup Kirke ;P. Bruhn;;15;2;Pedal
1979;Gurreby Kirke ;Jensen & Thomsen;;5;1;(Intet Pedal)
1899 (?);Gyldenbjerg Kirke ;Frederik Nielsen;;4;1;Pedal
1966;Gylling Kirke ;Th. Frobenius & Co;;9;1;Pedal
1984;Gyrstinge Kirke ;I. Starup & Søn;;7;1;Pedal
1981;Gærum Kirke ;Marcussen & Søn;;6;1;Pedal
1982;Gørlev Kirke ;I. Starup & Søn;;12;2;Pedal
1950;Gørløse Kirke ;Frederiksborg Orgelbyggeri;;6;1;Pedal
1970;Gøttrup Kirke ;Jydsk Orgelbyggeri;;5;1;(Intet Pedal)
1967;Gåser Kirke ;Jydsk Orgelbyggeri;;5;1;Anhangspedal
2004;Øster Hornum Kirke ;Gunnar Fabricius Husted;> Brøggers Tegnestue v/ Erik Sørensen [se noter].;15;2;Pedal
2003;Haslund Kirke ;Th. Frobenius & Sønner;Vilhelmsen, Marxen og Bech-Jensen [iflg. meddelelse fra orgelbyggeriet 2004]. Ebbe Marxen iflg. Orglet 2004,1,;7;2;Pedal
1965;Vonge Kirke ;Th. Frobenius & Co;;6;1;Pedal
1973;Haderup Kirke ;Bruno Christensen;;7;1;Pedal
1971;Finderup Kirke ;P. Bruhn;;11;2;Pedal
1967;Hadsund Kirke ;Th. Frobenius & Sønner;;12;2;Pedal
1980;Hald Ege Kirke ;Bruno Christensen & Sønner;;6;1;Pedal
1976;Haldagerlille Kirke ;Svend E. Nielsen;;5;1;Pedal
1900 (?);Hallenslev Kirke ;Frederik Nielsen;;4;1;(Intet Pedal)
1970;Halling Kirke ;Frederiksborg Orgelbyggeri;;6;1;Pedal
1978;Halling Kirke ;Fyns Orgelbyggeri;;7;1;Pedal
1972;Hallund Kirke ;Jydsk Orgelbyggeri;;5;1;Pedal
1965;Halsted Kirke ;I. Starup & Søn;;12;2;Pedal
1967;Hammel Kirke ;Marcussen & Søn;;17;2;Pedal
1977;Hammelev Kirke ;I. Starup & Søn;;6;1;Pedal
1964;Hammer Kirke ;I. Starup & Søn;;4;1;Anhangspedal
1958;Viborg, Sct. Kjelds Kirke ;Th. Frobenius & Co;> Georg Fischer [se noter].;5;1;(Intet Pedal)
1989;Handrup Kirke ;Jensen & Thomsen;;6;1;Anhangspedal
1989;Hanning Kirke ;Marcussen & Søn;Vilhelmsen & Kristensen.;7;1;Pedal
1876;Haraldsted Kirke ;Daniel Köhne;;7;1;Anhangspedal
1981;Harlev Kirke ;Marcussen & Søn;;9;2;Pedal
1987;Harring Kirke ;Jydsk Orgelbyggeri;> Ib Lydholm [Menighedsrådenes Blad 1988,6].;4;1;Anhangspedal
1981;Harte Kirke ;P. Bruhn & Søn;;12;2;Pedal
1968;Hasle Kirke ;Marcussen & Søn;;10;2;Pedal
1982;Haslev Kirke;Poul-Gerhard Andersen's Orgelbyggeri;;4;1;(Intet Pedal)
1975;Hasmark Kirke ;Bruno Christensen & Sønner;;4;1;(Intet Pedal)
1974;Hasseris Kirke ;Marcussen & Søn;;30;3;Pedal
1974;Haunstrup Kirke ;P. Bruhn & Søn;;6;1;Pedal
1974;Haverslev Kirke ;Jydsk Orgelbyggeri;;6;1;Pedal
1987;Havnbjerg Kirke ;P. Bruhn & Søn;;20;2;Pedal
1965;Havndal Kirke ;I. Starup & Søn;;4;1;Anhangspedal
1964;Hedehusene, Ansgar Kirke ;Th. Frobenius & Co;;10;2;Pedal
1969;Hedensted Kirke ;Marcussen & Søn;Helge Andreassen [se noter].;15;2;Pedal
1961;Hee Kirke ;Marcussen & Søn;;5;1;Anhangspedal
1979;Hejninge Kirke ;Jensen & Thomsen;;4;1;(Intet Pedal)
1972;Hejnsvig kirke ;P. Bruhn;;10;2;Pedal
1982;Hellerup, Helleruplund Kirke ;Carsten Lund;;6;1;(Intet Pedal)
1958;Hellerup Kirke ;Marcussen & Søn;;4;1;(Intet Pedal)
1997;Sostrup, Maria Hjerte Klosterkirke ;Albert Fabritius;;13;2;Pedal
2003;Odense, Munkebjerg Kirke ;Jensen & Thomsen;Alan Havsteen-Mikkelsen. [Iflg. meddelelse fra orgelbyggeriet].;25;2;Pedal
1958;Udby Kirke ;Jydsk Orgelbyggeri;;4;1;(Intet Pedal)
1989;Silkeborg, Sejs-Svejbæk Kirke ;P. Bruhn & Søn;Niels Frithiof Truelsen [jse noter].;18;2;Pedal
1965;Silkeborg, Mariehøj Kirke ;Marcussen & Søn;Viggo Hardie-Fischer i samarbejde med orgelbyggeriet. [Iflg. meddelelse fra kirken].;33;3;Pedal
1972;Hellevad Kirke ;Marcussen & Søn;;12;2;Pedal
1953;Padesø Kirke ;Th. Frobenius & Sønner;;10;2;Pedal
1968;Helsingør, Sct. Olai Kirke;Poul-Gerhard Andersen's Orgelbyggeri;;6;1;Anhangspedal
1969 (?);Helsingør, Sct. Olai Kirke;Poul-Gerhard Andersen's Orgelbyggeri;;4;1;(Intet Pedal)
1983;Helsingør, Sthens Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;16;2;Pedal
;Helstrup Kirke ;Th. Frobenius & Sønner;;4;1;Anhangspedal
1971;Heltborg Kirke ;Jydsk Orgelbyggeri;;5;1;(Intet Pedal)
1971;Hemmed Kirke ;Jydsk Orgelbyggeri;> Edvard Thomsen i samarbejde med orgelbyggeriet. [Annoncetekst].;4;1;Anhangspedal
1972;Hemmeshøj Kirke ;Th. Frobenius & Sønner;;4;1;(Intet Pedal)
1955;Hemmet Kirke ;Th. Frobenius & Co;;4;1;(Intet Pedal)
1965;Henne Kirke ;Marcussen & Søn;;7;1;Pedal
1975;Herlev, Præstebro Kirke ;I. Starup & Søn;Johannes Exner;13;2;Pedal
1904;Herredskirke ;A.H. Busch & Sønner;;4;1;(Intet Pedal)
1978;Herrup Kirke ;Frederiksborg Orgelbyggeri;Frederiksborg Orgelbyggeri (1978). Sven Hjorth Andersen (2009) [Orglet 2010,1].;14;2;Pedal
1964;Herslev Kirke ;Jydsk Orgelbyggeri;;6;1;Pedal
1967;Hersom Kirke ;Marcussen & Søn;;5;1;Anhangspedal
1885;Hesselager Kirke ;A.H. Busch & Sønner;;9;1;Pedal
1962;Hillerød, Præstevang Kirke ;Frederiksborg Orgelbyggeri;;24;3;Pedal
